"SUB_TYPE","EVENT_MONTH","AMPLIFIED_SOUND_DISTRICT","EVENT_YEAR","CAPACITY","DECIBEL_LEVEL","END_HOURS_CONC_POUR_MON_SAT","END_HOURS_NEAR_HOME_FRI_SAT","END_HOURS_NEAR_HOME_SUN_THUR","END_HOURS_NOT_NEAR_HOME","EXISTING_ZONING","EXPIRATION_DATE","IN_DATE","ISSUE_DATE","ISSUED_BY","OMV_FRI_END_TIME","OMV_FRI_START_TIME","OMV_MON_END_TIME","OMV_MON_START_TIME","OMV_SAT_END_TIME","OMV_SAT_START_TIME","OMV_SUN_END_TIME","OMV_SUN_START_TIME","OMV_THU_END_TIME","OMV_THU_START_TIME","OMV_TUE_END_TIME","OMV_TUE_START_TIME","OMV_WED_END_TIME","OMV_WED_START_TIME","REST_51_PERCENT_FOOD_SALES","SQUARE_FOOTAGE","START_DATE","MULTIPLE_START_DATES","START_HOURS_CONC_POUR_MON_SAT","START_HOURS_NEAR_HOME_FRI_SAT","START_HOURS_NEAR_HOME_SUN_THUR","START_HOURS_NOT_NEAR_HOME","STATUS","STREET_ADDRESS","ZIPCODE","LATITUDE","LONGITUDE","COUNCIL_DISTRICT","time_diff","in_mon","issue_mon","in_year","issue_year"
"Concrete Pouring","JULY","Unknown",2022,NA,NA,6,NA,NA,NA,"CBD","2022-07-22",2022-07-13,2022-07-13,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-07-21",FALSE,2,NA,NA,NA,"Expired","SABINE ST","78701",30.27119524,-97.73442085,9,0,"July","July","2022","2022"
"Concrete Pouring","JULY","Unknown",2023,NA,NA,7,NA,NA,NA,"CBD","2023-07-10",2023-07-07,2023-07-07,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-10",FALSE,3,NA,NA,NA,"Expired","RAINEY ST","78701",30.25922859,-97.73890286,9,0,"July","July","2023","2023"
"Private Sound Amplification","MARCH","Residential",2019,NA,85,NA,20,NA,NA,"TOD-NP","2019-03-08",2019-03-07,2019-03-07,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-03-08",FALSE,NA,16,NA,NA,"Expired","7TH ST","78702",30.26448983,-97.7284578,3,0,"March","March","2019","2019"
"Concrete Pouring","JUNE","Unknown",2012,NA,NA,6,NA,NA,NA,"CBD","2012-06-04",2012-05-30,2012-05-30,"Clara Hilling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012-06-01",FALSE,2,NA,NA,NA,"Expired","3RD ST","78701",30.26448868,-97.74182852,9,0,"May","May","2012","2012"
"Concrete Pouring","MAY","Unknown",2022,NA,NA,6,NA,NA,NA,"CBD","2022-05-07",2022-05-05,2022-05-05,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-06",FALSE,2,NA,NA,NA,"Expired","SABINE ST","78701",30.27119524,-97.73442085,9,0,"May","May","2022","2022"
"Concrete Pouring","MARCH","Unknown",2024,NA,NA,7,NA,NA,NA,"CBD","2024-03-26",2024-03-25,2024-03-25,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-03-26",FALSE,0,NA,NA,NA,"Expired","RAINEY ST","78701",30.25922859,-97.73890286,9,0,"March","March","2024","2024"
"Private Sound Amplification","MARCH","Other",2018,NA,85,NA,NA,NA,18,"TOD-NP","2018-03-14",2018-02-26,2018-02-26,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018-03-13",TRUE,NA,NA,NA,10,"Expired","5TH ST","78702",30.26394522,-97.73170426,3,0,"February","February","2018","2018"
"Concrete Pouring","MARCH","Unknown",2023,NA,NA,7,NA,NA,NA,"CBD","2023-03-15",2023-03-14,2023-03-14,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-03-15",FALSE,0,NA,NA,NA,"Expired","RIVER ST","78701",30.25779098,-97.73853596,9,0,"March","March","2023","2023"
"Advertising Sound Amplification","MARCH","Other",2016,NA,85,NA,NA,NA,23,"PUD","2016-03-16",2016-03-03,2016-03-08,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-03-15",TRUE,NA,NA,NA,10,"Expired","CONGRESS AVE","78704",30.25882293,-97.74400192,9,5,"March","March","2016","2016"
"Private Sound Amplification","MAY","Other",2011,NA,85,NA,NA,NA,19,"TOD","2011-05-03",2011-05-03,2011-05-03,"Clara Hilling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-05-03",FALSE,NA,NA,NA,16,"Expired","6TH ST","78702",30.26491874,-97.73102216,3,0,"May","May","2011","2011"
"Concrete Pouring","NOVEMBER","Unknown",2016,NA,NA,6,NA,NA,NA,"CBD","2016-11-15",2016-11-10,2016-11-10,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-11-13",FALSE,3,NA,NA,NA,"Expired","WEST AVE","78701",30.26952957,-97.75052242,9,0,"November","November","2016","2016"
"Advertising Sound Amplification","DECEMBER","Other",2010,NA,NA,NA,NA,NA,22,"TOD","2010-12-11",2010-11-02,2010-12-10,"Christopher Johnson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-12-11",FALSE,NA,NA,NA,19,"Expired","6TH ST","78702",30.26289975,-97.72735692,3,38.0416666666667,"November","December","2010","2010"
"Concrete Pouring","FEBRUARY","Unknown",2019,NA,NA,6,NA,NA,NA,"CBD","2019-02-09",2019-02-07,2019-02-07,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-02-08",FALSE,1,NA,NA,NA,"Expired","CESAR CHAVEZ ST","78701",30.26289901,-97.74155753,9,0,"February","February","2019","2019"
"Concrete Pouring","JANUARY","Unknown",2021,NA,NA,7,NA,NA,NA,"CBD","2021-01-29",2021-01-27,2021-01-27,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-01-28",FALSE,0,NA,NA,NA,"Expired","5TH ST","78701",30.26763064,-97.74596464,9,0,"January","January","2021","2021"
"Concrete Pouring","JULY","Unknown",2017,NA,NA,6,NA,NA,NA,"CBD","2017-07-06",2017-06-30,2017-06-30,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-04",FALSE,0,NA,NA,NA,"Expired","WEST AVE","78701",30.26952957,-97.75052242,9,0,"June","June","2017","2017"
"Concrete Pouring","APRIL","Unknown",2016,NA,NA,2,NA,NA,NA,"CBD","2016-04-21",2016-04-06,2016-04-06,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-04-18",FALSE,19,NA,NA,NA,"Expired","7TH ST","78701",30.2687184,-97.7420857,9,0,"April","April","2016","2016"
"Concrete Pouring","MARCH","Unknown",2021,NA,NA,7,NA,NA,NA,"CBD-CURE","2021-03-25",2021-03-22,2021-03-23,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-03-24",FALSE,0,NA,NA,NA,"Expired","2ND ST","78701",30.26578376,-97.75012044,9,1,"March","March","2021","2021"
"Concrete Pouring","FEBRUARY","Unknown",2023,NA,NA,7,NA,NA,NA,"CBD","2023-02-22",2023-02-21,2023-02-21,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-02-22",FALSE,3,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26165379,-97.73914502,9,0,"February","February","2023","2023"
"Concrete Pouring","JANUARY","Unknown",2023,NA,NA,6,NA,NA,NA,"CBD","2023-01-23",2023-01-20,2023-01-20,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-01-23",FALSE,1,NA,NA,NA,"Expired","4TH ST","78701",30.267067,-97.74760834,9,0,"January","January","2023","2023"
"Advertising Sound Amplification","MARCH","Other",2010,NA,NA,NA,22,20,NA,"CS-1","2010-03-20",2010-02-22,2010-03-10,"Clara Hilling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-03-17",FALSE,NA,10,10,NA,"Expired","12TH ST","78702",30.27384946,-97.72036265,1,16,"February","March","2010","2010"
"Private Sound Amplification","AUGUST","Other",2018,NA,80,NA,NA,NA,23,"GR-NP","2018-08-18",2018-08-10,2018-08-16,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018-08-18",FALSE,NA,NA,NA,20,"Expired","LAMAR BLVD","78758",30.36266785,-97.69810182,4,6,"August","August","2018","2018"
"Concrete Pouring","MARCH","Unknown",2016,NA,NA,6,NA,NA,NA,"CBD","2016-03-19",2016-03-16,2016-03-16,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-03-16",FALSE,2,NA,NA,NA,"Expired","2ND ST","78701",30.26594737,-97.74923206,9,0,"March","March","2016","2016"
"Government Amplified Sound","AUGUST","Other",2010,NA,85,NA,8,NA,NA,"PUD","2010-08-28",2010-08-25,2010-08-25,"Clara Hilling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-08-28",FALSE,NA,7,NA,NA,"Expired","CENTURY OAKS TER","78758",30.40168382,-97.72673719,7,0,"August","August","2010","2010"
"Concrete Pouring","NOVEMBER","Unknown",2023,NA,NA,7,NA,NA,NA,"CBD","2023-11-15",2023-11-14,2023-11-14,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-11-15",FALSE,0,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26001067,-97.74003826,9,0,"November","November","2023","2023"
"Outdoor Music Venue",NA,"Residential",2017,NA,85,NA,NA,NA,NA,"CBD",NA,2017-08-01,2017-09-12,"Bryan Walker","00","10","22","10","00","10","22","10","22","10","22","10","22","10","No",4708,NA,FALSE,NA,NA,NA,NA,"Expired","6TH ST","78701",30.27025454,-97.75005784,9,42,"August","September","2017","2017"
"Outdoor Music Venue",NA,"Other",2019,NA,75,NA,NA,NA,NA,"CBD",NA,2019-07-01,2019-08-16,"Bryan Walker","00","10","22","10","00","10","22","10","23","10","22","10","22","10","No",2970,NA,FALSE,NA,NA,NA,NA,"Expired","DAVIS ST","78701",30.26035802,-97.7385842,9,46,"July","August","2019","2019"
"Advertising Sound Amplification","APRIL","Other",2014,NA,85,NA,NA,NA,23,"TOD","2014-04-12",2014-04-02,2014-04-11,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-04-11",FALSE,NA,NA,NA,12,"Expired","5TH ST","78702",30.26394522,-97.73170426,3,9,"April","April","2014","2014"
"Concrete Pouring","FEBRUARY","Unknown",2024,NA,NA,7,NA,NA,NA,"CBD","2024-02-09",2024-02-02,2024-02-02,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-02-09",FALSE,0,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26165379,-97.73914502,9,0,"February","February","2024","2024"
"Outdoor Music Venue",NA,"6th",2019,NA,85,NA,NA,NA,NA,"CBD",NA,2019-05-14,2019-05-29,"Bryan Walker","02","10","02","10","02","10","02","10","02","10","02","10","02","10","No",9100,NA,FALSE,NA,NA,NA,NA,"Expired","6TH ST","78701",30.26618573,-97.73558546,9,15,"May","May","2019","2019"
"Public Sound Amplification","JUNE","Other",2011,NA,85,NA,17,NA,NA,"P-NP","2011-06-17",2011-06-13,2011-06-13,"Clara Hilling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-06-17",FALSE,NA,10,NA,NA,"Expired","WEBBERVILLE RD","78702",30.26890129,-97.70622534,3,0,"June","June","2011","2011"
"Private Sound Amplification","MARCH","Residential",2019,NA,85,NA,22,20,NA,"CS-MU-CO-NP","2019-03-16",2019-02-25,2019-03-12,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-03-14",TRUE,NA,17,14,NA,"Expired","CESAR CHAVEZ ST","78702",30.26042769,-97.73320259,3,14.9583333333333,"February","March","2019","2019"
"Concrete Pouring","MARCH","Unknown",2020,NA,NA,6,NA,NA,NA,"CBD","2020-03-26",2020-03-13,2020-03-13,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-03-24",FALSE,1,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26080367,-97.73886053,9,0,"March","March","2020","2020"
"Concrete Pouring","SEPTEMBER","Unknown",2022,NA,NA,7,NA,NA,NA,"CBD","2022-09-15",2022-09-13,2022-09-13,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-09-14",FALSE,3,NA,NA,NA,"Expired","6TH ST","78701",30.26867853,-97.74596507,9,0,"September","September","2022","2022"
"Concrete Pouring","AUGUST","Unknown",2017,NA,NA,6,NA,NA,NA,"CBD","2017-08-13",2017-08-11,2017-08-11,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-08-12",FALSE,2,NA,NA,NA,"Expired","GUADALUPE ST","78701",30.26748758,-97.74664336,9,0,"August","August","2017","2017"
"Outdoor Music Venue",NA,"Other",2009,175,70,NA,NA,NA,NA,"GR",NA,2009-11-17,2010-03-12,"Clara Hilling","00",NA,"22",NA,"00",NA,"22",NA,"23",NA,"22",NA,"22",NA,"Yes",5500,NA,FALSE,NA,NA,NA,NA,"Expired","SB RESEARCH BLVD SVRD","78759",30.43034383,-97.76307397,10,115,"November","March","2009","2010"
"Concrete Pouring","DECEMBER","Unknown",2014,NA,NA,6,NA,NA,NA,"P","2015-01-01",2014-12-29,2014-12-29,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-12-30",FALSE,0,NA,NA,NA,"Expired","CESAR CHAVEZ ST","78701",30.26612527,-97.75178107,9,0,"December","December","2014","2014"
"Concrete Pouring","APRIL","Unknown",2021,NA,NA,6,NA,NA,NA,"CBD","2021-05-01",2021-04-27,2021-04-27,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-04-30",FALSE,0,NA,NA,NA,"Expired","GUADALUPE ST","78701",30.26933058,-97.74638485,9,0,"April","April","2021","2021"
"Concrete Pouring","JULY","Unknown",2013,NA,NA,6,NA,NA,NA,"CBD","2013-07-27",2013-07-24,2013-07-24,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-07-25",FALSE,19,NA,NA,NA,"Expired","5TH ST","78701",30.26867252,-97.74784734,9,0,"July","July","2013","2013"
"Concrete Pouring","JUNE","Unknown",2023,NA,NA,6,NA,NA,NA,"CBD","2023-06-14",2023-06-13,2023-06-13,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-06-14",FALSE,1,NA,NA,NA,"Expired","4TH ST","78701",30.267067,-97.74760834,9,0,"June","June","2023","2023"
"Outdoor Music Venue",NA,"Other",2019,NA,75,NA,NA,NA,NA,"CBD",NA,2019-04-18,2019-05-14,"Bryan Walker","00","10","22","10","00","10","22","10","23","10","22","10","22","10","No",4560,NA,FALSE,NA,NA,NA,NA,"Expired","RAINEY ST","78701",30.25993764,-97.738605,9,26,"April","May","2019","2019"
"Outdoor Music Venue",NA,"6th",2013,210,85,NA,NA,NA,NA,"CBD",NA,2013-01-07,2013-02-21,"Viktor Auzenne","02","10","02","10","02","10","02","10","02","10","02","10","02","10","No",5000,NA,FALSE,NA,NA,NA,NA,"Expired","7TH ST","78701",30.26713044,-97.73632998,9,45,"January","February","2013","2013"
"Advertising Sound Amplification","OCTOBER","Other",2015,NA,80,NA,NA,22,NA,"LO-NP","2015-10-08",2015-10-05,2015-10-05,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-10-08",FALSE,NA,NA,17,NA,"Expired","OAKLAND AVE","78703",30.27371065,-97.76135366,9,0,"October","October","2015","2015"
"Concrete Pouring","FEBRUARY","Unknown",2024,NA,NA,7,NA,NA,NA,"CBD","2024-02-29",2024-02-27,2024-02-27,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-02-29",FALSE,0,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26165379,-97.73914502,9,0,"February","February","2024","2024"
"Concrete Pouring","SEPTEMBER","Unknown",2014,NA,NA,6,NA,NA,NA,"CBD","2014-09-13",2014-09-11,2014-09-11,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-09-11",FALSE,19,NA,NA,NA,"Expired","5TH ST","78701",30.26658655,-97.74002955,9,0,"September","September","2014","2014"
"Concrete Pouring","NOVEMBER","Unknown",2022,NA,NA,6,NA,NA,NA,"CS-V-CO-NP","2022-11-12",2022-11-09,2022-11-10,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-11-11",FALSE,1,NA,NA,NA,"Expired","CONGRESS AVE","78704",30.23882348,-97.75454765,3,1,"November","November","2022","2022"
"Concrete Pouring","JULY","Unknown",2019,NA,NA,6,NA,NA,NA,"CBD","2019-07-05",2019-06-18,2019-06-18,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-07-02",FALSE,0,NA,NA,NA,"Expired","COLORADO ST","78701",30.26675694,-97.74451154,9,0,"June","June","2019","2019"
"Outdoor Music Venue",NA,"6th",2023,NA,85,NA,NA,NA,NA,"CBD",NA,2023-02-24,2023-04-13,"Bryan Walker","02","10","02","10","02","10","02","10","02","10","02","10","02","10","No",2800,NA,FALSE,NA,NA,NA,NA,"Expired","6TH ST","78701",30.26719848,-97.74064047,9,47.9583333333333,"February","April","2023","2023"
"Concrete Pouring","AUGUST","Unknown",2012,NA,NA,6,NA,NA,NA,"CBD","2012-08-12",2012-08-07,2012-08-07,"Clara Hilling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012-08-08",FALSE,1,NA,NA,NA,"Expired","BRAZOS ST","78701",30.26505534,-97.74224105,9,0,"August","August","2012","2012"
"Outdoor Music Venue",NA,"6th",2017,NA,85,NA,NA,NA,NA,"CBD",NA,2017-12-21,2018-02-22,"Bryan Walker","02","10","02","10","02","10","02","10","02","10","02","10","02","10","No",9100,NA,FALSE,NA,NA,NA,NA,"Expired","6TH ST","78701",30.26618573,-97.73558546,9,63,"December","February","2017","2018"
"Concrete Pouring","JUNE","Unknown",2023,NA,NA,7,NA,NA,NA,"CBD","2023-06-28",2023-06-27,2023-06-27,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-06-28",FALSE,0,NA,NA,NA,"Expired","RIVER ST","78701",30.25779098,-97.73853596,9,0,"June","June","2023","2023"
"Concrete Pouring","MAY","Unknown",2024,NA,NA,7,NA,NA,NA,"CBD","2024-05-03",2024-05-02,2024-05-02,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-05-03",FALSE,3,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26165379,-97.73914502,9,0,"May","May","2024","2024"
"Concrete Pouring","FEBRUARY","Unknown",2023,NA,NA,6,NA,NA,NA,"CBD","2023-02-18",2023-02-16,2023-02-16,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-02-17",FALSE,1,NA,NA,NA,"Expired","4TH ST","78701",30.267067,-97.74760834,9,0,"February","February","2023","2023"
"Concrete Pouring","JUNE","Unknown",2017,NA,NA,0,NA,NA,NA,"CBD","2017-06-30",2017-06-28,2017-06-28,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-28",FALSE,18,NA,NA,NA,"Expired","GUADALUPE ST","78701",30.26748758,-97.74664336,9,0,"June","June","2017","2017"
"Private Sound Amplification","MARCH","Other",2013,NA,85,NA,22,20,NA,"CS","2013-03-12",2013-02-05,2013-04-02,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-03-09",TRUE,NA,11,11,NA,"Expired","CESAR CHAVEZ ST","78702",30.26037519,-97.7330551,3,55.9583333333333,"February","April","2013","2013"
"Outdoor Music Venue",NA,"Warehouse",2017,NA,85,NA,NA,NA,NA,"CBD",NA,2017-02-14,2017-03-07,"Cierra Beltran","02","10","02","10","02","10","02","10","02","10","02","10","02","10","No",5500,NA,FALSE,NA,NA,NA,NA,"Expired","COLORADO ST","78701",30.26701124,-97.74430194,9,21,"February","March","2017","2017"
"Advertising Sound Amplification","APRIL","Other",2016,NA,85,NA,NA,NA,19,"GO","2016-04-22",2016-04-19,2016-04-20,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-04-22",FALSE,NA,NA,NA,14,"Expired","CONGRESS AVE","78704",30.23209318,-97.75713136,3,1,"April","April","2016","2016"
"Concrete Pouring","FEBRUARY","Unknown",2015,NA,NA,6,NA,NA,NA,"P","2015-02-12",2015-02-05,2015-02-05,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-02-10",FALSE,3,NA,NA,NA,"Expired","CESAR CHAVEZ ST","78701",30.26530206,-97.75078285,9,0,"February","February","2015","2015"
"Concrete Pouring","FEBRUARY","Unknown",2015,NA,NA,6,NA,NA,NA,"P","2015-02-14",2015-02-09,2015-02-09,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-02-12",FALSE,0,NA,NA,NA,"Expired","CESAR CHAVEZ ST","78701",30.26612527,-97.75178107,9,0,"February","February","2015","2015"
"Outdoor Music Venue",NA,"Other",2018,NA,85,NA,NA,NA,NA,"CBD-CURE",NA,2018-10-23,2019-08-01,"Bryan Walker","00","10","22","10","00","10","22","10","23","10","22","10","22","10","No",1,NA,FALSE,NA,NA,NA,NA,"Expired","CESAR CHAVEZ ST","78701",30.26612527,-97.75178107,9,282,"October","August","2018","2019"
"Advertising Sound Amplification","JUNE","6th",2014,NA,85,NA,NA,NA,0,"CBD","2014-06-05",2014-06-03,2014-06-04,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-06-05",FALSE,NA,NA,NA,10,"Expired","CONGRESS AVE","78701",30.26875683,-97.742354,9,1,"June","June","2014","2014"
"Concrete Pouring","JULY","Unknown",2020,NA,NA,6,NA,NA,NA,"CBD","2020-07-16",2020-07-14,2020-07-14,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-07-15",FALSE,0,NA,NA,NA,"Expired","COLORADO ST","78701",30.26675694,-97.74451154,9,0,"July","July","2020","2020"
"Concrete Pouring","MARCH","Unknown",2010,NA,NA,6,NA,NA,NA,"CBD","2010-03-21",2010-01-11,2010-01-11,"Clara Hilling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-03-18",FALSE,19,NA,NA,NA,"Expired","LAVACA ST","78701",30.26533402,-97.74664086,9,0,"January","January","2010","2010"
"Concrete Pouring","JANUARY","Unknown",2014,NA,NA,6,NA,NA,NA,"CBD","2014-01-25",2014-01-17,2014-01-17,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-01-23",FALSE,19,NA,NA,NA,"Expired","9TH ST","78701",30.26893285,-97.73556223,9,0,"January","January","2014","2014"
"Concrete Pouring","MARCH","Unknown",2021,NA,NA,6,NA,NA,NA,"CBD","2021-03-18",2021-03-16,2021-03-16,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-03-17",FALSE,0,NA,NA,NA,"Expired","GUADALUPE ST","78701",30.26933058,-97.74638485,9,0,"March","March","2021","2021"
"Public Sound Amplification","AUGUST","Residential",2018,NA,80,NA,22,NA,NA,"LR","2018-08-31",2018-08-28,2018-09-07,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018-08-31",FALSE,NA,18,NA,NA,"Expired","NB CAPITAL OF TEXAS HWY","78746",30.25788603,-97.80700704,8,10,"August","September","2018","2018"
"Concrete Pouring","APRIL","Unknown",2015,NA,NA,6,NA,NA,NA,"CBD","2015-04-18",2015-04-14,2015-04-14,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-04-15",FALSE,1,NA,NA,NA,"Expired","5TH ST","78701",30.26732724,-97.74483211,9,0,"April","April","2015","2015"
"Outdoor Music Venue",NA,"6th",2011,49,85,NA,NA,NA,NA,"CBD",NA,2011-05-05,2011-06-29,"Clara Hilling","02",NA,"02",NA,"02",NA,"02",NA,"02",NA,"02",NA,"02",NA,"No",2500,NA,FALSE,NA,NA,NA,NA,"Expired","6TH ST","78701",30.26735144,-97.73909331,9,55,"May","June","2011","2011"
"Private Sound Amplification","APRIL","6th",2010,NA,NA,NA,20,20,NA,"CBD","2010-04-25",2010-04-22,2010-04-22,"Clara Hilling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-04-25",FALSE,NA,10,10,NA,"Expired","6TH ST","78701",30.27013125,-97.74899016,9,0,"April","April","2010","2010"
"Concrete Pouring","APRIL","Unknown",2023,NA,NA,7,NA,NA,NA,"CBD","2023-04-17",2023-04-14,2023-04-16,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-04-17",FALSE,0,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26165379,-97.73914502,9,2,"April","April","2023","2023"
"Concrete Pouring","DECEMBER","Unknown",2019,NA,NA,7,NA,NA,NA,"CBD-CURE","2019-12-22",2019-12-19,2019-12-19,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-12-20",FALSE,0,NA,NA,NA,"Expired","2ND ST","78701",30.26578376,-97.75012044,9,0,"December","December","2019","2019"
